,index,latitude,longitude,counts,cluster
463,463,-23.6413262,-46.78113,2,191
1330,1330,-23.6757762,-46.698435,24,192
212,212,-23.6741462,-46.7001485,1,192
594,594,-23.6782992,-46.698417600000006,3,192
1350,1350,-23.6755773,-46.6989804,26,192
1140,1140,-23.673164,-46.7010161,9,192
1169,1169,-23.6721371,-46.6985305,10,192
1172,1172,-23.6988927,-46.7559164,10,193
511,511,-23.5945527,-46.610063,2,194
699,699,-23.5908354,-46.60721239999999,3,194
581,581,-23.6444211,-46.7002144,3,195
38,38,-23.64261650000001,-46.6995315,1,195
492,492,-23.6240499,-46.76434329999999,2,196
494,494,-23.62467980000001,-46.7645809,2,196
63,63,-23.6279559,-46.76727020000001,1,196
662,662,-23.568506,-46.59863170000001,3,197
1159,1159,-23.5207994,-46.6930823,9,198
745,745,-23.52393,-46.69083240000001,4,198
763,763,-23.5229832,-46.6947011,4,198
315,315,-23.5278147,-46.69114159999999,2,198
140,140,-23.457949,-46.6154467,1,199
665,665,-23.6087562,-46.44294,3,200
659,659,-23.4990817,-46.7248231,3,201
198,198,-23.4058603,-46.76449849999999,1,202
519,519,-23.40614960000001,-46.7621255,2,202
555,555,-23.7141272,-46.70803950000001,3,203
568,568,-23.7142369,-46.7079048,3,203
530,530,-23.7124302,-46.7100777,2,203
641,641,-23.5754932,-46.6110617,3,204
1342,1342,-23.5727121,-46.6079424,25,204
1008,1008,-23.5771931,-46.60910459999999,6,204
1042,1042,-23.5747064,-46.6079143,7,204
133,133,-23.5722959,-46.604344,1,204
273,273,-23.5776186,-46.61030510000001,2,204
412,412,-23.5072503,-46.67060120000001,2,205
717,717,-23.5041091,-46.6726284,3,205
516,516,-23.5148306,-46.53032049999999,2,206
697,697,-23.5146443,-46.52890170000001,3,206
1065,1065,-23.6539123,-46.7245974,7,207
805,805,-23.6531866,-46.719877,4,207
1280,1280,-23.6537565,-46.720741,16,207
215,215,-23.6527317,-46.7250646,1,207
991,991,-23.6522565,-46.72287070000001,6,207
418,418,-23.6557008,-46.7190665,2,207
821,821,-23.6510867,-46.7218284,4,207
870,870,-23.6526767,-46.71899310000001,5,207
482,482,-23.6527442,-46.7250433,2,207
446,446,-23.6551559,-46.7244021,2,207
200,200,-23.6526643,-46.72607070000001,1,207
1137,1137,-23.6524014,-46.725465,9,207
824,824,-23.6898831,-46.71481139999999,4,208
175,175,-23.688098,-46.7144513,1,208
945,945,-23.5349027,-46.6465075,5,209
976,976,-23.5410579,-46.6393203,6,209
1428,1428,-23.5364131,-46.64242609999999,145,209
148,148,-23.5402935,-46.6398243,1,209
1257,1257,-23.5424701,-46.6379291,14,209
1080,1080,-23.5370995,-46.6432256,7,209
146,146,-23.5411766,-46.6445229,1,209
220,220,-23.5408057,-46.64331809999999,2,209
799,799,-23.5432531,-46.64141799999999,4,209
827,827,-23.5425427,-46.637882,4,209
170,170,-23.5410307,-46.63932310000001,1,209
926,926,-23.5420534,-46.64260789999999,5,209
1276,1276,-23.5360112,-46.6429188,16,209
566,566,-23.5388648,-46.64058170000001,3,209
966,966,-23.540768300000003,-46.6436392,6,209
287,287,-23.5389866,-46.6456719,2,209
1353,1353,-23.5408404,-46.639432,26,209
1249,1249,-23.5409218,-46.63946379999999,13,209
178,178,-23.5362918,-46.6433711,1,209
858,858,-23.5408743,-46.6437561,4,209
1370,1370,-23.540595,-46.63948449999999,30,209
874,874,-23.5330652,-46.6436189,5,209
1283,1283,-23.5411048,-46.6388798,16,209
1083,1083,-23.5378316,-46.64425620000001,7,209
1114,1114,-23.5375715,-46.64175119999999,8,209
623,623,-23.6650099,-46.7103192,3,210
171,171,-23.6638785,-46.70995960000001,1,210
561,561,-23.6691958,-46.71203920000001,3,210
579,579,-23.6658875,-46.7130319,3,210
606,606,-23.6726992,-46.7122024,3,210
1203,1203,-23.6673076,-46.7056364,11,210
686,686,-23.6105957,-46.59758400000001,3,211
1082,1082,-23.4532979,-46.6626584,7,212
164,164,-23.4785124,-46.6213303,1,213
551,551,-23.5973316,-46.56526160000001,2,214
22,22,-23.507997600000003,-46.7339294,1,215
265,265,-23.581918,-46.5729191,2,216
701,701,-23.5795126,-46.5720433,3,216
260,260,-23.5835626,-46.5751825,2,216
1098,1098,-23.5833647,-46.5747216,8,216
678,678,-23.5834173,-46.5752457,3,216
1380,1380,-23.5830026,-46.5733797,33,216
910,910,-23.5381842,-46.59920040000001,5,217
276,276,-23.5385076,-46.6027034,2,217
914,914,-23.5380002,-46.5993588,5,217
622,622,-23.5382607,-46.60137279999999,3,217
182,182,-23.5384476,-46.6022489,1,217
909,909,-23.538294600000004,-46.59908950000001,5,217
1190,1190,-23.5386447,-46.6041838,10,217
1426,1426,-23.5380499,-46.5989774,108,217
544,544,-23.4647577,-46.6855435,2,218
1053,1053,-23.5955472,-46.5972196,7,219
553,553,-23.5973031,-46.5960764,2,219
621,621,-23.4417688,-46.58967970000001,3,220
1255,1255,-23.4460118,-46.5901929,14,220
925,925,-23.4445099,-46.5901083,5,220
333,333,-23.5315072,-46.50150429999999,2,221
769,769,-23.4531361,-46.697425,4,222
301,301,-23.5541089,-46.42439829999999,2,223
1039,1039,-23.5902154,-46.5438071,7,224
536,536,-23.6748449,-46.7326101,2,225
826,826,-23.5910518,-46.7303598,4,226
514,514,-23.5914551,-46.73090620000001,2,226
1123,1123,-23.589061800000003,-46.7286683,8,226
1036,1036,-23.5930432,-46.73332509999999,7,226
1389,1389,-23.5907654,-46.73041920000001,38,226
500,500,-23.589644,-46.7295291,2,226
78,78,-23.591603,-46.7309946,1,226
822,822,-23.5903374,-46.7302593,4,226
507,507,-23.5921613,-46.7317735,2,226
695,695,-23.5819598,-46.6141567,3,227
34,34,-23.585393300000003,-46.6181717,1,227
754,754,-23.5338665,-46.7493309,4,228
1069,1069,-23.5338705,-46.7493269,7,228
597,597,-23.536103,-46.7496764,3,228
1013,1013,-23.5336042,-46.7439006,6,228
1256,1256,-23.558288600000004,-46.7115218,14,229
815,815,-23.5542021,-46.7081671,4,229
962,962,-23.55709,-46.7114872,6,229
831,831,-23.5537671,-46.70772150000001,4,229
709,709,-23.5575611,-46.7109394,3,229
1010,1010,-23.5548132,-46.70621060000001,6,229
732,732,-23.5543725,-46.70946370000001,3,229
820,820,-23.578661,-46.6455268,4,230
1238,1238,-23.5770512,-46.6411569,12,230
1301,1301,-23.5769169,-46.6432205,20,230
1183,1183,-23.5784203,-46.645245,10,230
1189,1189,-23.5755189,-46.6413215,10,230
645,645,-23.5741157,-46.64451079999999,3,230
850,850,-23.7931135,-46.72920360000001,4,231
475,475,-23.61983810000001,-46.6011657,2,232
895,895,-23.6308568,-46.4605088,5,233
880,880,-23.56740060000001,-46.66800689999999,5,234
1101,1101,-23.5640343,-46.6645165,8,234
356,356,-23.5647449,-46.667136,2,234
464,464,-23.4956776,-46.6806325,2,235
461,461,-23.631489,-46.77335009999999,2,236
844,844,-23.658568,-46.7674511,4,237
1091,1091,-23.5638924,-46.7491334,7,238
367,367,-23.541986,-46.5802565,2,239
181,181,-23.5446667,-46.58088789999999,1,239
1000,1000,-23.5476484,-46.5790292,6,239
915,915,-23.54418900000001,-46.5798037,5,239
668,668,-23.5138458,-46.6240427,3,240
128,128,-23.513214399999995,-46.6249453,1,240
658,658,-23.5114009,-46.62489679999999,3,240
1368,1368,-23.516202300000003,-46.62423279999999,30,240
510,510,-23.5138992,-46.6263537,2,240
920,920,-23.5140237,-46.62484329999999,5,240
778,778,-23.5118083,-46.6244615,4,240
75,75,-23.5139138,-46.6239616,1,240
1391,1391,-23.5115762,-46.6249014,38,240
1228,1228,-23.511612,-46.62398959999999,12,240
542,542,-23.4695562,-46.7241343,2,241
440,440,-23.474323,-46.7252928,2,241
547,547,-23.4691698,-46.7242922,2,241
1072,1072,-23.4743887,-46.72523270000001,7,241
201,201,-23.4721159,-46.7250866,1,241
626,626,-23.5409194,-46.741393,3,242
266,266,-23.581779,-46.5372484,2,243
710,710,-23.5568478,-46.533845,3,244
451,451,-23.6259642,-46.7270102,2,245
264,264,-23.5202557,-46.5682351,2,246
392,392,-23.5634913,-46.54947809999999,2,247
19,19,-23.56402210000001,-46.5491355,1,247
537,537,-23.590368,-46.7027571,2,248
499,499,-23.5888866,-46.7002858,2,248
99,99,-23.5896449,-46.7016814,1,248
82,82,-23.590728100000003,-46.7034062,1,248
942,942,-23.7243301,-46.69990960000001,5,249
350,350,-23.5661065,-46.50772620000001,2,250
353,353,-23.56635480000001,-46.5075864,2,250
761,761,-23.5157908,-46.5544015,4,251
896,896,-23.6347297,-46.7275418,5,252
674,674,-23.515773,-46.5948223,3,253
679,679,-23.5832843,-46.7831279,3,254
434,434,-23.607038,-46.6376746,2,255
527,527,-23.7222764,-46.78527310000001,2,256
619,619,-23.49109,-46.4424031,3,257
567,567,-23.4158991,-46.5839822,3,258
7,7,-23.5574174,-46.6002234,1,259
1229,1229,-23.5560292,-46.6664783,12,260
968,968,-23.5558033,-46.6675382,6,260
135,135,-23.5208309,-46.7003504,1,261
950,950,-23.5218429,-46.7011174,6,261
1094,1094,-23.5258213,-46.7021734,7,261
649,649,-23.5207813,-46.7005023,3,261
8,8,-23.5257366,-46.70306129999999,1,261
362,362,-23.5227182,-46.70186349999999,2,261
268,268,-23.5200443,-46.7017787,2,261
1227,1227,-23.5248343,-46.7021396,12,261
17,17,-23.524796,-46.7030237,1,261
126,126,-23.5205151,-46.701867,1,261
892,892,-23.5206876,-46.70153699999999,5,261
391,391,-23.524283,-46.70237720000001,2,261
70,70,-23.519319,-46.7011048,1,261
361,361,-23.5366413,-46.4484711,2,262
1424,1424,-23.5409715,-46.4494444,102,262
1374,1374,-23.5404303,-46.449727,32,262
522,522,-23.7496214,-46.7532498,2,263
1260,1260,-23.4990643,-46.6047875,14,264
728,728,-23.6320399,-46.5833676,3,265
755,755,-23.515404,-46.6965773,4,266
1211,1211,-23.5154193,-46.696145,11,266
690,690,-23.51473660000001,-46.6998889,3,266
688,688,-23.5148574,-46.6984989,3,266
760,760,-23.5161178,-46.6961083,4,266
751,751,-23.4942799,-46.73666679999999,4,267
801,801,-23.628951,-46.6654591,4,268
1381,1381,-23.481113600000004,-46.6745758,34,269
970,970,-23.5989615,-46.7846665,6,270
