,latitude,longitude,umidade
1327,-23.5010073,-46.6141119,91.0
1328,-23.5008249,-46.6155813,275.0
1329,-23.500216,-46.684101,256.0
1330,-23.5000172,-46.528045,314.1044776119403
1331,-23.4990817,-46.7248231,284.0
1332,-23.4990643,-46.6047875,1206.0
1333,-23.4987425,-46.6123622,89.0
1334,-23.4986124,-46.7070624,101.0
1335,-23.4983286,-46.4569058,145.0
1336,-23.498233,-46.706861,183.0
1337,-23.4964599,-46.4065166,615.0
1338,-23.4956776,-46.6806325,172.0
1339,-23.4953168,-46.6613718,183.0
1340,-23.4949174,-46.4114416,89.0
1341,-23.4949174,-46.4056838,615.0
1342,-23.4942799,-46.73666679999999,379.0
1343,-23.4941577,-46.41998820000001,264.0
1344,-23.4940508,-46.61016799999999,176.0
1345,-23.4937064,-46.60988,176.0
1346,-23.4934692,-46.7577642,275.0
1347,-23.4929526,-46.4530079,620.0
1348,-23.4924315,-46.4542343,83.0
1349,-23.492143,-46.4528542,627.741935483871
1350,-23.4920959,-46.3952434,153.0
1351,-23.4920164,-46.4332973,89.0
1352,-23.4913385,-46.4059539,161.0
1353,-23.49109,-46.4424031,264.0
1354,-23.4908015,-46.50811760000001,372.0
1355,-23.490541600000004,-46.40770759999999,372.0
1356,-23.4904909,-46.75336739999999,182.0
1357,-23.4899722,-46.71010980000001,241.0
1358,-23.48944310000001,-46.7558084,341.0
1359,-23.4892542,-46.40580070000001,1976.0
1360,-23.4888114,-46.6094526,275.0
1361,-23.4886125,-46.4573184,248.0
1362,-23.487968,-46.3958755,283.0
1363,-23.4879097,-46.3943802,324.0
1364,-23.487193,-46.714830600000006,697.0
1365,-23.4864975,-46.681624600000006,182.0
1366,-23.4851993,-46.45706420000001,85.0
1367,-23.4850698,-46.4353936,353.0
1368,-23.4848058,-46.6800381,81.0
1369,-23.4847753,-46.37787720000001,93.0
1370,-23.4838328,-46.6875014,83.0
1371,-23.48382,-46.49517210000001,172.0
1372,-23.4826367,-46.60979920000001,152.0
1373,-23.4824176,-46.5005015,248.0
1374,-23.481113600000004,-46.6745758,2962.0
1375,-23.480603,-46.6111722,269.0
1376,-23.4785124,-46.6213303,91.0
1377,-23.4762159,-46.6723495,91.0
1378,-23.4743887,-46.72523270000001,566.0
1379,-23.474323,-46.7252928,155.0
1380,-23.4741439,-46.6700315,650.0
1381,-23.4737451,-46.6702276,182.0
1382,-23.4736193,-46.6696933,89.0
1383,-23.4732063,-46.6701245,245.0
1384,-23.4727477,-46.5715718,176.0
1385,-23.4726383,-46.57143920000001,505.0
1386,-23.472586,-46.6695061,513.0
1387,-23.4723203,-46.57162109999999,90.0
1388,-23.4721159,-46.7250866,82.0
1389,-23.471309,-46.694135,270.0
1390,-23.4695562,-46.7241343,176.0
1391,-23.4691698,-46.7242922,174.0
1392,-23.4672805,-46.5945746,412.0
1393,-23.4647577,-46.6855435,166.0
1394,-23.4646452,-46.6522231,2360.0
1395,-23.4632422,-46.6030322,222.0
1396,-23.46275,-46.6031956,182.0
1397,-23.4602278,-46.7214961,244.0
1398,-23.4592525,-46.67454650000001,174.0
1399,-23.4586083,-46.607685,439.0
1400,-23.457949,-46.6154467,86.0
1401,-23.4575732,-46.60251270000001,273.0
1402,-23.4535352,-46.6719109,557.0
1403,-23.4532979,-46.6626584,582.0
1404,-23.4531361,-46.697425,338.0
1405,-23.4460118,-46.5901929,1227.0
1406,-23.4445099,-46.5901083,416.0
1407,-23.4417688,-46.58967970000001,273.0
1408,-23.4369619,-46.7207879,2436.0
1409,-23.43456560000001,-46.7202454,84.0
1410,-23.4315287,-46.5941446,614.0
1411,-23.4308163,-46.7204539,83.0
1412,-23.4304279,-46.7205984,79.0
1413,-23.4303427,-46.7211107,126.0
1414,-23.4301662,-46.7213472,1743.0
1415,-23.429031100000003,-46.72118,681.0
1416,-23.427137100000003,-46.7243753,422.0
1417,-23.4158991,-46.5839822,225.0
1418,-23.409129,-46.7348031,347.0
1419,-23.4072366,-46.73483479999999,459.0
1420,-23.4068591,-46.75017159999999,197.0
1421,-23.4068429,-46.7503193,471.0
1422,-23.40614960000001,-46.7621255,177.0
1423,-23.4060045,-46.7349578,267.0
1424,-23.4058603,-46.76449849999999,54.0
1425,-23.4051744,-46.7530468,178.0
1426,-23.4050516,-46.7531905,638.0
1427,-23.4048175,-46.7533523,926.0
1428,-23.4046872,-46.74996270000001,72.0
1429,-23.404361,-46.7529665,362.0
1430,-23.4042104,-46.7484579,799.0
1431,-23.4038505,-46.7531618,90.0
1432,-23.4016619,-46.7200543,457.0
